ID,套餐金额,额外通话时长,额外流量,改变行为,服务合约,关联购买,集团用户,流失用户
60,1,-165.166666666667,-59.948829730351775,0,0,0,0,1
61,1,595.333333333333,-59.98468446731565,0,0,0,0,1
62,1,-162.166666666667,-59.901180171966544,0,0,0,0,1
63,1,271.33333333333303,-97.88498679848783,0,1,0,1,0
64,1,-376.833333333333,-50.75284703572,0,0,0,0,1
65,1,-48.8333333333333,-300.0,0,0,0,0,1
66,1,-9.16666666666667,-58.992025288664074,0,0,0,0,1
67,1,-284.16666666666697,-36.685798168121906,0,0,0,0,1
68,2,2863.3333333333303,270.868024828393,0,0,0,0,0
69,1,-139.666666666667,-60.0,0,0,0,0,1
70,1,97.6666666666667,39.12641026870247,0,1,0,0,0
71,1,218.666666666667,6.062675493412505,1,0,0,0,0
72,1,1422.0,43.69331321719207,0,1,0,1,0
73,1,-295.66666666666697,-59.778829054399424,0,0,0,0,1
74,1,-211.333333333333,-59.955744584401295,0,0,0,0,1
75,1,-154.833333333333,-60.0,0,0,0,0,1
76,1,1822.5,-59.79441452026431,0,0,0,0,1
77,1,764.5,-115.29839974936228,0,0,0,1,0
78,1,-200.0,143.0,0,0,0,0,1
79,1,-42.1666666666667,-232.17902355167308,0,0,0,0,1
80,1,-182.5,-59.84766483306893,0,0,0,0,1
81,1,-200.0,-59.998691082000754,0,0,0,0,1
82,1,-17.1666666666667,-59.692069927848166,0,0,0,0,1
83,1,-199.5,-55.27002859114297,0,0,0,0,1
84,1,-172.166666666667,-59.99941062927246,1,0,0,0,1
85,1,-162.166666666667,-22.69780693052352,0,0,0,0,1
86,1,850.0,-60.0,0,0,0,0,1
87,1,-53.5,-57.36457133292609,0,0,0,0,1
88,1,-118.833333333333,-59.32752460903579,0,0,0,0,1
89,1,60.05,-59.53418045043706,0,0,0,0,1
90,1,-86.3833333333333,-57.092804352420785,0,0,0,0,1
91,1,229.333333333333,176.9212560511902,0,0,0,1,0
92,1,365.5,554.1342034887076,0,0,0,1,0
93,1,-10.0,-52.89514767035939,0,0,0,0,1
94,1,-200.0,-60.0,0,0,0,0,1
95,1,140.0,-60.0,0,0,0,0,1
96,1,-137.333333333333,-59.76537357677059,0,0,0,0,1
97,1,-195.833333333333,-59.941119540821425,0,0,0,0,1
98,1,391.0,-290.31152839660643,0,0,0,0,1
99,1,-350.166666666667,-59.157404422766064,0,0,0,0,1
100,1,3809.0,-59.94887208938599,0,0,0,0,1
101,1,-136.166666666667,-35.765824024413035,0,1,0,0,1
102,1,1012.0,106.28775771468916,0,0,0,0,1
103,1,1030.0,-270.4742839344448,0,0,0,0,1
104,1,337.66666666666697,-56.0023810863571,0,0,0,0,1
105,1,2312.0,-160.426063536785,0,0,0,0,1
106,1,-221.5,-59.996961506930255,0,0,0,0,1
107,1,-341.66666666666697,-58.35357121058501,0,0,0,0,1
108,1,-293.83333333333303,-59.844189383766135,0,0,0,0,1
109,1,-50.0,-257.7139441171431,0,1,0,0,1
110,1,-192.166666666667,73.88023482379069,0,0,0,0,1
111,1,1021.5,-260.86894789568953,0,0,0,1,0
112,1,1286.66666666667,-26.28379688947549,0,0,0,1,0
113,1,1291.43333333333,-44.076508140510775,0,0,0,0,1
114,1,-38.8333333333333,-123.51895046234101,0,0,0,0,1
115,2,-30.0,401.0,0,0,0,0,1
116,1,-93.0,-8.01694163955575,0,1,0,0,0
117,1,-199.666666666667,-59.944689750670996,0,0,0,0,1
118,1,501.666666666667,-32.88688509408001,0,1,0,1,1
119,1,89.0,-136.24538989241128,0,1,0,1,0
120,1,1053.83333333333,67.91889692476389,0,1,0,1,0
121,1,265.16666666666697,-6.638874115525403,0,0,0,1,0
122,1,-199.5,-59.88577899932845,0,0,0,1,1
123,1,-200.0,96.0,0,0,0,0,1
124,1,-199.333333333333,-58.805427551266305,0,0,0,1,1
125,1,-260.0,-91.34334780560344,0,0,0,1,1
126,1,-10.0,-299.19587516785,0,0,0,0,1
127,1,43.3333333333333,-59.05254762823628,0,0,0,0,1
128,1,-13.483333333333302,19.769989902379898,0,1,0,0,1
129,1,-90.0,-26.447311083851385,0,1,0,0,1
130,2,-306.0,-532.1906092182542,0,1,0,0,1
131,1,-190.5,-59.99995403289794,0,0,0,0,1
132,1,321.16666666666697,91.23755521365452,1,1,0,0,0
133,1,245.5,-5.0220207336943705,1,1,0,0,0
134,1,141.666666666667,-52.219509095779436,0,1,0,0,0
135,1,-162.833333333333,-59.27149629592887,0,0,0,0,1
136,1,-134.666666666667,-60.0,0,0,0,0,1
137,1,-234.166666666667,-59.94254891083333,0,0,0,0,1
138,1,1875.33333333333,-20.07258256277637,0,0,0,0,1
139,1,809.166666666667,441.8178544445015,0,0,0,0,0
140,1,-380.0,-1509.0,0,0,0,0,1
141,1,-182.71666666666698,-59.9587459564209,0,0,0,0,1
142,1,179.5,-60.0,0,0,0,0,1
143,1,-320.0,-60.0,0,0,0,0,1
144,1,-181.333333333333,-59.72186374664338,0,0,0,0,1
145,1,205.95,-54.25900684721358,0,0,0,0,1
146,1,-35.0,-104.25946482401336,0,0,0,0,1
147,1,-178.666666666667,-59.07892465591436,0,0,0,0,1
148,1,724.666666666667,54.908645095866156,0,1,0,1,0
149,1,42.3333333333333,-31.46092208867965,0,1,0,1,0
150,1,-195.166666666667,-59.76676578521724,0,0,0,0,1
151,1,2763.8333333333303,-26.85898282712868,0,0,0,0,1
152,1,349.833333333333,-210.04207008809996,0,1,0,1,0
153,1,224.333333333333,-33.662944128767265,0,1,0,1,0
154,1,-303.16666666666697,-51.86262845992454,0,0,0,0,1
155,1,186.333333333333,151.09957536841992,0,1,0,1,0
156,1,-50.0,-1248.0,0,0,0,0,1
157,1,-44.35,-52.94913153221498,0,0,0,0,1
158,1,-372.166666666667,-45.34201717381325,0,0,0,0,1
159,1,-138.5,-39.697210788710606,0,0,0,0,1
160,1,628.333333333333,-145.7141376002424,0,1,0,0,0
161,1,-99.0,-255.72723794044182,0,1,0,1,0
162,1,3245.0,-33.07571570083397,0,1,0,0,1
163,1,2375.6,-77.99620072046004,0,1,0,0,1
164,2,1140.83333333333,139.3254640833945,0,1,0,0,0
165,1,-20.1666666666667,-61.761019446009776,0,0,0,1,0
166,1,5.66666666666667,-59.89573496038263,0,0,0,0,1
167,1,-200.0,-235.0,0,0,1,0,1
168,1,-19.5,-255.3314424753792,0,1,0,1,1
169,1,659.4,-19.329675087259613,0,1,0,0,1
170,2,-414.166666666667,-531.2090686162459,0,1,0,0,1
171,1,427.0,-89.90870213498255,0,0,0,0,1
172,1,-50.0,-176.78172349777526,0,0,0,0,1
173,1,913.0,173.40925251296696,0,1,0,1,0
174,3,-272.5,-629.197372698459,0,1,0,1,0
175,1,-370.0,-60.0,0,0,0,0,1
176,2,-198.5,116.9933153053855,0,1,0,0,1
177,1,4249.666666666671,-59.609877586364746,0,0,0,0,1
178,1,-169.833333333333,-59.970135307312,0,0,0,0,1
179,1,-80.0,-60.0,0,0,0,0,1
180,1,-123.116666666667,-75.36694696214856,0,0,0,0,1
181,1,-61.7333333333333,-143.21614993703963,0,0,0,0,1
182,1,1183.0,713.0418426202756,0,0,0,0,0
183,1,3579.0,-12.9379963874581,0,0,0,0,1
184,1,-10.0,69.688103675842,0,0,0,0,1
185,1,608.833333333333,65.61520547949624,0,0,0,0,0
186,1,-4.7166666666666694,-40.930776422731405,0,0,0,0,1
187,1,-89.6666666666667,-177.58328733772186,0,1,0,0,0
188,1,799.833333333333,146.82173222813896,0,0,0,0,1
189,1,-181.0,-59.13398838043213,0,0,0,0,1
190,1,649.783333333333,-57.402258634539436,0,0,0,0,1
191,1,72.5,10.510549221419273,0,1,0,0,0
192,2,979.666666666667,196.15761140942158,0,1,0,1,0
193,1,-37.5,-59.98676542802284,0,0,0,0,1
194,1,-320.0,-60.0,0,0,2,0,1
195,1,-50.0,489.0,0,0,0,0,1
196,1,-38.0,-201.41997453963143,0,0,0,0,1
197,1,-136.63333333333298,-59.946838465603925,0,0,0,0,1
198,1,-17.1666666666667,-270.4491317922848,0,0,0,0,1
199,1,-193.666666666667,-60.0,0,0,0,0,1
200,1,-172.333333333333,-51.03892693151635,0,0,0,0,1
201,1,-130.666666666667,-59.91940793124121,0,0,0,0,1
202,2,389.666666666667,360.4690217289833,0,1,0,0,0
203,1,146.5,-111.02488206834732,0,1,0,0,0
204,1,161.216666666667,-299.20781230926497,0,0,0,0,1
205,1,276.83333333333303,-59.443623256687225,0,0,0,0,1
206,1,-183.5,-58.3449997901832,0,0,0,0,1
207,1,-194.5,-59.906120300295,0,0,0,0,1
208,1,374.166666666667,-49.54609810175046,1,0,0,0,1
209,1,1146.83333333333,153.4793996810914,0,0,0,0,1
210,1,-50.0,1840.0,0,0,0,0,1
211,1,-380.0,-59.66532468795776,0,0,0,0,1
212,1,-164.5,-50.915332100658254,0,0,0,0,1
213,1,-110.333333333333,-59.66585469248328,0,1,0,0,1
214,1,40.6,-57.922517116286365,0,0,0,0,1
215,1,-51.35,-59.72015529208889,0,0,0,0,1
216,1,-53.1666666666667,94.84334623884449,0,0,0,0,1
217,1,-76.1666666666667,-59.77969112396189,0,0,0,0,1
218,1,-146.5,-59.412487290120936,0,0,0,0,1
219,1,-109.333333333333,2.12363100050711,0,0,0,0,1
220,1,-110.0,-57.22293615341419,0,0,0,0,1
221,1,-140.0,-60.0,0,0,2,0,1
222,1,-200.0,-1433.0,0,0,0,0,1
223,1,98.35,-59.98911536823619,0,0,0,0,1
224,1,-15.5,-78.00323513606929,0,0,0,0,1
225,1,-331.83333333333303,-59.902797275119134,0,0,0,0,1
226,1,566.833333333333,-21.541086110161466,0,0,0,0,1
227,1,218.833333333333,-59.36327075958252,0,0,0,0,1
228,1,-46.3333333333333,-122.26007005908389,0,0,0,0,1
229,1,197.8,-38.581667025936106,0,0,0,1,1
230,1,652.5,-79.6289729095318,0,0,0,1,0
231,1,-50.0,-280.0,0,0,0,0,1
232,1,-40.0,-175.722455978394,0,0,0,0,1
233,1,-61.3333333333333,-36.32898330684637,0,0,0,0,1
234,1,24.6666666666667,-31.161038485270208,0,0,0,0,1
235,1,1624.0,-59.72214756011963,0,0,0,0,1
236,1,-48.8333333333333,-231.1950759886428,0,0,0,0,1
237,1,34.0833333333333,-59.706035057704064,0,0,0,0,1
238,1,-2.35,-57.36057229475517,0,0,0,0,1
239,1,-80.5,-48.74684774875943,0,0,0,0,1
240,1,-20.0,-59.99426237742107,0,0,0,0,1
241,1,515.0,-68.69883275033763,0,0,0,0,1
242,1,937.166666666667,-74.20160039158917,0,0,0,0,1
243,1,-119.166666666667,-59.95515623959628,0,0,0,0,1
244,1,-110.0,-59.99360752105713,0,0,0,0,1
245,1,75.1666666666667,-25.872629078902968,0,0,0,0,1
246,1,72.1666666666667,-27.178711197578,0,0,0,0,1
247,1,-195.666666666667,-55.70141188303594,0,0,0,0,1
248,1,178.333333333333,-76.87693734599694,0,0,0,0,1
249,1,-198.666666666667,-59.99200916290288,0,0,0,0,1
250,1,-190.0,-59.84425067901611,0,0,0,0,1
251,1,-10.6666666666667,-59.984422597018145,0,0,0,0,1
252,1,30.6666666666667,-178.83116483688352,0,0,0,0,1
253,1,-300.83333333333303,-56.56059773763022,0,0,0,0,1
254,1,1329.66666666667,-12.481230829186533,0,1,0,1,0
255,1,-314.83333333333303,-59.99969612468372,0,0,0,0,1
256,1,-84.05,-55.805917079608356,0,0,0,0,1
257,1,1190.5,-59.5170235633858,0,0,0,0,1
258,1,0.5,-155.68795032494037,0,0,0,0,1
259,1,-49.6666666666667,-267.0845715204,0,0,0,0,1
260,1,-380.0,-1327.0,0,0,0,0,1
261,1,212.666666666667,-59.98694553375238,0,0,0,0,1
262,1,-45.0,-184.73546719627072,0,0,0,0,1
263,2,363.833333333333,-29.371787282457,0,1,0,1,0
264,1,647.166666666667,-13.938504934547206,0,1,0,1,0
265,1,1135.83333333333,131.0769007143135,1,1,1,0,0
266,1,53.8333333333333,-155.50142003411204,0,1,0,0,0
267,1,-106.0,12.69893238941768,0,1,0,0,0
268,1,-43.8333333333333,-237.51355867388503,0,0,0,0,1
269,1,70.5333333333333,-58.87551506360029,0,0,0,0,1
270,2,1384.33333333333,211.14864276267502,0,1,0,0,0
271,2,-270.5,-213.09821535252368,0,1,0,0,0
272,1,34.3333333333333,79.65814573503039,0,0,0,1,0
273,2,970.0,-9.021517510663564,0,1,0,1,0
274,1,490.166666666667,143.2962628789695,0,1,0,0,1
275,2,-170.333333333333,-145.70558504456392,0,0,1,1,0
276,1,1550.33333333333,71.74132601992488,0,1,0,0,0
277,1,929.666666666667,371.4066037596444,1,1,0,1,0
278,2,986.333333333333,88.43536846202655,0,1,0,1,0
279,1,2.8333333333333304,-466.2388709984193,0,1,0,0,1
280,3,-350.0,-968.2418398658486,0,1,0,1,0
281,1,155.833333333333,-41.09105213739096,0,1,0,0,0
282,2,-77.0,-197.7770877244943,0,1,0,0,1
283,2,2313.3333333333303,-72.03801197455347,0,1,2,1,0
284,3,-2776.1666666666697,-509.99057315008713,0,1,0,1,0
285,2,352.0,10.059853339579057,0,0,0,0,0
286,1,129.333333333333,-19.598961136470173,0,1,0,0,1
287,2,336.5,-8.354515776556491,0,1,0,1,0
288,1,3734.2166666666703,-61.64392709724279,0,0,0,0,1
289,1,226.333333333333,-351.5832477982367,0,1,0,1,0
290,1,1125.0,33.81501695390558,0,1,0,0,1
291,1,459.666666666667,130.04129042843843,0,1,0,1,0
292,1,1292.16666666667,139.27899568203236,0,1,0,1,0
293,1,-164.333333333333,68.86527784239898,0,1,0,0,1
294,1,486.0,59.80883415723874,0,1,0,0,0
295,1,-93.3333333333333,-33.532313107350014,0,0,0,1,1
296,1,2026.0,-33.39489053482381,1,0,1,1,0
297,1,1032.2,-15.670907800529038,0,0,0,0,1
298,1,868.833333333333,-15.219989210980668,0,0,0,0,1
299,1,553.0,-3.4419753320577984,0,1,0,1,0
300,1,4158.666666666671,-23.017856915739408,0,0,0,1,1
301,1,-108.5,-29.024576187196622,0,1,0,0,0
302,1,371.333333333333,35.92760178272933,0,0,0,1,0
303,1,59.1666666666667,-10.631388675322627,0,0,0,0,1
304,1,141.833333333333,102.7736884050233,0,1,0,0,0
305,1,1114.5,-53.69046611617932,0,0,0,1,0
306,1,252.666666666667,8.7306928633316,0,1,0,0,1
307,1,963.333333333333,-55.676907539350005,0,0,0,0,1
308,1,-176.333333333333,-59.88842697143555,0,0,0,0,1
309,1,-124.21666666666701,-24.79026460646574,0,0,0,0,1
310,1,18.6666666666667,-59.91732311248787,0,0,0,0,1
311,1,730.333333333333,32.291817392947856,0,1,0,0,1
312,2,1349.33333333333,-59.12732197302944,0,1,0,1,1
313,1,2369.1666666666697,43.09924352180286,0,1,0,0,1
314,1,635.333333333333,92.54522591027677,0,0,2,0,0
315,1,542.666666666667,-68.43822452032518,0,1,0,0,1
316,1,382.333333333333,-34.5093017958168,0,1,0,1,1
317,1,-128.833333333333,-59.94597490628602,0,0,0,0,1
318,1,250.0,-60.0,0,0,0,0,1
319,1,607.333333333333,-39.23202492645953,0,0,0,0,1
320,1,-179.666666666667,-60.0,0,0,0,0,1
321,1,-68.5,-59.937682151794434,0,0,0,0,1
322,1,1755.0,-75.21851300327168,0,0,0,1,1
323,1,0.833333333333333,-51.8311830867548,0,0,0,0,1
324,1,-120.0,-59.51231956481934,0,1,0,0,1
325,1,-116.666666666667,-59.336227416987356,0,0,0,0,1
326,1,-320.0,-60.0,0,0,0,0,1
327,1,-199.333333333333,-39.8744463920729,0,0,0,0,1
328,1,-234.833333333333,72.47931020898734,0,0,0,0,1
329,1,-314.16666666666697,-58.72517811168566,0,0,0,0,1
330,1,-87.8333333333333,-59.82068859447117,0,0,0,0,1
331,1,169.833333333333,-101.6751458334288,0,1,0,0,1
332,1,-50.0,-115.55823535887563,0,0,0,0,1
333,1,51.1666666666667,-33.711839198610846,0,0,0,0,1
334,1,-26.3333333333333,-60.959269797679575,0,0,2,1,0
335,1,40.0,-290.30396795255,0,0,0,1,1
336,1,-198.833333333333,-52.730333328,0,0,0,1,1
337,1,70.0,-281.749415398,0,0,0,1,1
338,1,-317.83333333333303,-59.956890626387185,0,0,0,1,1
339,1,621.133333333333,-57.92265065507286,0,0,0,1,1
340,1,57.5,-177.80616794936023,0,0,0,1,1
341,1,-310.83333333333303,-59.99565514651212,0,0,0,1,1
342,1,-365.0,-128.18199743543337,0,0,0,1,1
343,1,-149.0,-60.0,0,0,1,1,1
344,1,-190.0,-55.74426794052124,0,0,0,1,1
345,1,-18.3333333333333,32.61226034161154,0,0,0,1,1
346,1,-102.0,-416.255098887868,1,1,0,1,1
347,1,2634.0,34.824482246201484,0,0,0,1,0
348,1,-214.5,485.0058821818074,0,1,0,1,1
349,1,585.666666666667,125.04898846864351,0,0,0,1,0
350,1,100.0,-131.40335083005746,0,0,0,1,1
351,1,-6.0,-54.845749342145936,0,0,0,1,1
352,1,-49.8333333333333,-197.0571838110866,0,1,0,1,1
353,1,332.83333333333303,-303.27164092734955,0,0,0,1,0
354,1,181.333333333333,278.94086058895266,0,0,0,1,0
355,1,16.3333333333333,-59.999183221296825,0,0,0,1,1
356,1,176.5,-116.59256894593746,0,0,1,1,0
357,1,1013.6666666666699,180.12193435430333,0,0,0,1,0
358,1,115.0,-287.75037336340824,0,0,0,1,1
359,1,319.16666666666697,1.4452441441557926,0,1,0,0,0
360,1,128.333333333333,72.7190326721227,0,1,0,1,0
361,2,-131.666666666667,-140.98906437030558,0,1,0,0,0
362,1,4094.8333333333294,-47.744082859576295,0,0,0,0,1
363,1,44.3333333333333,31.901616529864913,0,0,0,1,1
364,1,-140.0,-60.0,0,0,0,0,1
365,1,-182.5,-59.78014302253763,0,0,0,0,1
366,1,268.0,-59.99978446960449,0,0,0,1,1
367,1,-29.5,-193.3495907780008,0,0,0,0,1
368,1,1351.5,134.57996018273673,0,0,0,0,1
369,1,-50.0,-1724.0,0,0,0,0,1
370,1,150.5,-27.229305354241447,0,0,0,0,0
371,1,382.166666666667,3.954779118350354,0,1,0,1,1
372,1,-333.33333333333303,-59.90100591832943,0,0,0,0,1
373,1,210.5,173.99990606276387,0,1,0,0,0
374,1,-139.833333333333,-59.685088157653944,0,0,0,0,1
375,1,2024.83333333333,-0.12768374561265086,0,1,0,0,1
376,1,132.166666666667,116.5835437773832,0,0,0,0,1
377,1,-200.0,-1625.0,0,0,0,0,1
378,1,54.8333333333333,-59.471749392422154,0,0,0,0,1
379,3,187.583333333333,-81.5564818804733,0,1,0,0,1
380,1,448.5,246.50704957405983,0,1,0,0,0
381,1,113.116666666667,-28.618787031903768,0,1,0,0,1
382,1,-125.0,-59.79295221964517,0,0,0,0,1
383,1,-187.833333333333,-49.210496266682355,0,0,0,1,1
384,1,-243.333333333333,-59.829190601001436,0,0,0,0,1
385,1,113.0,-41.957702279052036,0,0,0,0,1
386,1,914.0,-60.0,0,0,0,0,1
387,1,-193.333333333333,-59.82701573005036,0,0,0,0,1
388,1,100.666666666667,-299.76782433191937,0,0,0,0,1
389,1,131.5,-106.00196504032948,0,0,0,0,0
390,1,962.166666666667,-58.82420005619853,0,0,0,0,1
391,1,-349.833333333333,-59.603447755183325,0,0,0,0,1
392,1,-367.833333333333,-59.75784889856988,0,0,0,0,1
393,1,-48.5,-299.3948232650833,0,0,0,0,1
394,1,-379.666666666667,-59.999537706375115,0,0,0,0,1
395,1,-357.166666666667,-21.730724811565803,0,0,0,0,1
396,1,-86.6333333333333,-59.91346454620306,0,0,0,1,1
397,1,645.0,-60.0,0,0,0,0,1
398,1,249.666666666667,-17.534268760974268,0,0,0,0,0
399,1,-276.66666666666697,-38.54606264283297,0,0,0,0,1
400,1,-50.0,-1684.0,0,0,0,0,1
401,1,809.6833333333329,-58.749201861287496,0,0,0,0,1
402,1,24.3333333333333,-14.034031708211335,0,0,0,0,1
403,1,-320.0,-60.0,0,0,0,0,1
404,1,187.333333333333,-183.3442034290953,0,1,0,1,1
405,1,46.7333333333333,-59.999479452768966,0,0,0,0,1
406,1,-115.166666666667,-19.558787425454586,0,0,0,0,1
407,1,139.3,-37.08533052964598,0,0,0,0,1
408,1,-113.666666666667,-60.0,0,0,0,0,1
409,1,437.833333333333,63.258864543760644,0,1,0,0,0
410,1,-308.83333333333303,-44.48496189113859,0,0,0,0,1
411,1,-240.0,-59.981155077616364,0,0,0,0,1
412,1,295.0,-59.98995923995971,0,0,0,0,1
413,1,-281.33333333333303,-25.046981724861634,0,0,0,0,1
414,1,76.0,-60.0,0,0,0,0,1
415,1,-44.6666666666667,-216.9486256375237,0,1,0,1,1
416,1,-144.166666666667,-59.918021488190135,0,0,0,0,1
417,1,1243.0,-30.75073776242485,0,0,0,1,1
418,1,425.5,-29.097849430092836,0,1,0,1,0
419,1,-257.66666666666697,-59.28631579876033,0,0,0,0,1
420,2,1321.16666666667,62.2575345041977,0,1,0,1,1
421,1,135.666666666667,40.508283642070495,0,1,2,0,0
422,1,1080.45,-316.5964125056857,0,1,0,1,1
423,1,256.5,96.6401345493667,0,1,0,1,0
424,1,-18.0,-177.76524841768222,0,0,0,0,1
425,2,-419.5,-565.6423619588189,0,1,0,1,1
426,1,-43.1666666666667,-263.01436977302507,0,0,0,0,1
427,1,-147.8,-59.815743793140726,0,0,0,0,1
428,1,-87.1666666666667,-94.3637477700984,0,0,0,0,1
429,1,34.8333333333333,-81.52162560549638,0,0,0,0,1
430,2,1635.68333333333,-493.5647154807513,0,1,0,1,1
431,1,32.6,3.5588472539979548,0,0,0,0,1
432,1,-193.166666666667,-59.70156013965632,0,0,0,0,1
433,1,-15.333333333333302,-48.12490720035383,0,1,0,0,1
434,1,-131.65,-75.01204956904162,0,1,0,1,1
435,2,213.166666666667,-468.5778704372571,1,1,0,0,1
436,3,-243.0,-788.2145260973188,0,1,0,0,1
437,1,868.0,-71.56047913162719,0,1,0,1,0
438,1,25.0,62.27702091805146,0,1,0,1,0
439,2,1210.83333333333,-294.8647557652756,0,1,0,0,1
440,1,149.5,-26.754709013615237,0,1,0,0,0
441,1,172.866666666667,-21.887382904669977,0,1,0,1,1
442,1,1027.33333333333,76.70904856052492,1,1,0,1,0
443,1,-378.833333333333,-59.91927146911621,0,0,0,0,1
444,1,722.833333333333,-52.736900242952565,0,0,0,0,1
445,1,-50.0,-297.1179768244279,0,0,0,0,1
446,1,75.0,-7.076758204946152,0,0,2,1,0
447,1,-68.0,-60.0,0,0,0,0,1
448,1,1696.0,-45.27659710241006,0,0,0,0,1
449,1,-155.0,-59.80202067982007,0,0,0,0,1
450,1,1.6666666666666698,-190.60940909412773,0,1,0,1,1
451,1,-153.833333333333,-16.207925902209052,0,0,0,0,1
452,1,438.333333333333,-32.17461178290862,0,0,0,0,0
453,1,184.0,-59.98653446544301,0,0,0,0,1
454,1,-50.3333333333333,-29.57087257928893,0,0,0,0,1
455,1,-121.333333333333,-57.657136387292354,0,0,0,0,1
456,1,-42.0,-45.57600564956852,0,0,0,0,1
457,1,-50.0,-213.96785163892326,0,0,0,0,1
458,1,-6.33333333333333,-273.95992859203744,0,0,0,0,1
459,1,22.0,-299.0409561793006,0,0,0,0,1
460,1,956.5,-51.44862387705864,0,0,0,0,0
461,1,272.85,-59.43752141432728,0,0,0,0,1
462,1,-248.833333333333,-59.82850222154072,0,0,0,0,1
463,1,850.0,-5.536355972732795,0,0,0,0,1
464,1,75.5,-280.54949355126547,0,0,0,0,1
465,1,-67.5,-210.74826449675518,0,0,0,0,1
466,1,1158.33333333333,101.18191655885565,0,1,0,0,0
467,1,63.5333333333333,-24.30926175555993,0,0,0,0,1
468,1,490.0,-60.0,0,0,0,0,1
469,1,466.5,81.59524685572302,0,1,0,0,1
470,1,-199.166666666667,-8.823822180348298,0,0,0,0,1
471,1,-338.66666666666697,-59.781892314474824,0,1,0,0,1
472,1,2660.0,-59.830464839935004,0,0,0,0,1
473,1,-50.0,-119.78615761,0,1,0,0,1
474,1,641.716666666667,-58.203058589594924,0,0,0,0,1
475,1,146.833333333333,-33.05236417650365,0,0,0,1,0
476,1,1410.16666666667,-59.921194500393355,0,0,0,0,1
477,1,160.5,-49.11098404180558,0,0,0,1,0
478,1,950.0,-60.0,0,0,0,0,1
479,1,118.5,-263.01362125080607,0,1,0,1,1
480,1,393.833333333333,-97.76825987896036,0,1,0,1,0
