store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
68,重庆,线上,Female,50-54,Weekend,短裤,2,106,2,3,19,35
52,武汉,线上,Male,25-29,Weekend,T恤,1,99,1,1,49,99
229,深圳,线下,Female,35-39,Weekday,T恤,1,79,1,1,49,79
135,上海,线下,Female,30-34,Weekend,当季新品,1,49,1,1,59,49
336,西安,线下,Male,>=60,Weekday,T恤,1,79,1,1,49,79
142,上海,线下,Male,25-29,Weekday,毛衣,1,190.67,1,1,99,191
229,深圳,线下,Female,25-29,Weekend,当季新品,1,199,1,1,59,199
399,广州,线下,Male,30-34,Weekday,当季新品,1,55,1,1,59,55
519,杭州,线下,Female,35-39,Weekday,袜子,1,20,1,1,9,20
91,武汉,线上,Male,30-34,Weekday,短裤,1,33,1,1,19,33
19,南京,线下,Female,45-49,Weekday,毛衣,2,198,2,2,99,99
323,武汉,线下,Female,35-39,Weekday,T恤,1,59,1,1,49,59
649,杭州,线下,Male,25-29,Weekend,当季新品,1,54,1,1,59,54
738,深圳,线下,Female,40-44,Weekday,当季新品,2,288,2,2,59,144
315,武汉,线下,Female,25-29,Weekend,T恤,1,79,1,1,49,79
70,深圳,线下,Female,>=60,Weekend,配件,3,434,3,6,29,72
142,上海,线下,Female,20-24,Weekday,当季新品,1,76,1,1,59,76
248,杭州,线下,Female,45-49,Weekday,当季新品,1,54,1,1,59,54
146,杭州,线下,Male,35-39,Weekday,当季新品,1,75,1,1,59,75
207,上海,线上,Female,20-24,Weekend,T恤,1,99,1,1,49,99
32,武汉,线上,Female,50-54,Weekend,T恤,1,99,1,1,49,99
46,武汉,线下,Male,>=60,Weekend,短裤,1,33,1,1,19,33
611,深圳,线下,Female,25-29,Weekday,短裤,1,33,1,1,19,33
325,上海,线下,Female,50-54,Weekend,当季新品,1,79,1,1,59,79
430,成都,线下,Male,35-39,Weekend,裙子,1,79,1,1,59,79
315,武汉,线下,Female,35-39,Weekend,T恤,1,99,1,1,49,99
208,重庆,线下,Female,30-34,Weekend,当季新品,1,199,1,1,59,199
248,杭州,线下,Female,>=60,Weekend,配件,1,78,1,1,29,78
648,西安,线下,Male,25-29,Weekend,T恤,1,79,1,1,49,79
737,深圳,线下,Female,30-34,Weekday,短裤,2,66,2,2,19,33
737,深圳,线下,Female,30-34,Weekday,短裤,1,79,1,1,19,79
758,杭州,线下,Female,30-34,Weekend,T恤,1,99,1,1,49,99
19,南京,线下,Female,35-39,Weekend,T恤,2,197,2,2,49,99
437,重庆,线下,Female,>=60,Weekday,牛仔裤,1,199,1,1,69,199
737,深圳,线下,Female,20-24,Weekday,T恤,2,257,2,3,49,86
208,重庆,线下,Female,20-24,Weekday,T恤,1,59,1,1,49,59
315,武汉,线下,Female,20-24,Weekend,毛衣,1,199,1,1,99,199
280,深圳,线下,Female,30-34,Weekday,T恤,1,79,1,1,49,79
335,上海,线下,Female,35-39,Weekend,配件,1,149,1,1,29,149
148,深圳,线下,Female,30-34,Weekday,T恤,1,58,1,1,49,58
831,杭州,线下,Male,30-34,Weekday,T恤,1,79,1,1,49,79
758,杭州,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
335,上海,线下,Female,30-34,Weekday,短裤,1,33,1,1,19,33
256,武汉,线下,Male,25-29,Weekday,当季新品,1,57,1,1,59,57
649,杭州,线下,Male,20-24,Weekday,T恤,1,79,1,1,49,79
479,深圳,线下,Male,>=60,Weekday,T恤,1,79,1,1,49,79
480,重庆,线下,Female,20-24,Weekday,T恤,1,39,1,1,49,39
231,广州,线下,Female,>=60,Weekend,毛衣,1,0,1,1,99,0
437,重庆,线下,Unkown,Unkown,Weekend,T恤,1,99,1,1,49,99
758,杭州,线下,Female,40-44,Weekday,当季新品,1,75,1,1,59,75
802,西安,线下,Male,>=60,Weekday,T恤,1,59,1,1,49,59
312,杭州,线下,Male,35-39,Weekend,袜子,2,79,2,4,9,20
323,武汉,线下,Female,25-29,Weekday,T恤,2,134.33,2,2,49,67
168,武汉,线下,Male,25-29,Weekday,袜子,1,79,1,1,9,79
98,成都,线下,Male,30-34,Weekday,T恤,1,498,1,2,49,249
20,深圳,线下,Female,20-24,Weekday,T恤,2,158,2,2,49,79
399,广州,线下,Female,35-39,Weekday,当季新品,1,76,1,1,59,76
52,武汉,线上,Male,40-44,Weekday,当季新品,1,79,1,1,59,79
442,西安,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
50,武汉,线上,Female,25-29,Weekend,T恤,1,79,1,1,49,79
312,杭州,线下,Male,30-34,Weekend,T恤,1,99,1,1,49,99
796,深圳,线下,Female,55-59,Weekday,短裤,1,40,1,1,19,40
360,成都,线下,Female,25-29,Weekday,T恤,1,79,1,1,49,79
20,深圳,线下,Female,35-39,Weekend,T恤,2,156,2,2,49,78
208,重庆,线下,Female,30-34,Weekday,牛仔裤,2,77,2,2,69,39
91,武汉,线上,Male,>=60,Weekday,当季新品,1,49,1,1,59,49
20,深圳,线下,Female,30-34,Weekday,当季新品,1,76,1,1,59,76
182,广州,线上,Female,35-39,Weekday,T恤,2,158,2,2,49,79
437,重庆,线下,Male,20-24,Weekend,当季新品,1,99,1,1,59,99
496,上海,线下,Female,20-24,Weekend,袜子,1,79,1,1,9,79
146,杭州,线下,Female,>=60,Weekday,T恤,1,39,1,1,49,39
255,杭州,线下,Male,35-39,Weekday,当季新品,2,391,2,2,59,196
369,广州,线下,Male,30-34,Weekend,T恤,1,99,1,1,49,99
68,重庆,线上,Female,25-29,Weekday,T恤,1,79,1,1,49,79
420,广州,线上,Female,20-24,Weekend,T恤,2,118,2,2,49,59
137,西安,线上,Female,35-39,Weekday,T恤,2,78,2,2,49,39
648,西安,线下,Female,30-34,Weekday,当季新品,1,54,1,1,59,54
98,成都,线下,Female,45-49,Weekend,当季新品,1,139,1,1,59,139
256,武汉,线下,Female,30-34,Weekday,运动,1,39,1,1,49,39
737,深圳,线下,Female,30-34,Weekend,袜子,2,40,2,2,9,20
248,杭州,线下,Male,20-24,Weekend,T恤,1,199,1,1,49,199
335,上海,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
479,深圳,线下,Male,20-24,Weekend,T恤,1,79,1,1,49,79
52,武汉,线上,Female,25-29,Weekend,T恤,3,397,3,3,49,132
70,深圳,线下,Male,40-44,Weekend,T恤,1,59,1,1,49,59
46,武汉,线下,Male,50-54,Weekend,T恤,1,99,1,1,49,99
229,深圳,线下,Female,50-54,Weekend,T恤,1,198,1,2,49,99
50,武汉,线上,Male,>=60,Weekend,袜子,1,27,1,1,9,27
312,杭州,线下,Female,>=60,Weekday,T恤,2,158,2,2,49,79
146,杭州,线下,Female,30-34,Weekday,袜子,1,39,1,1,9,39
182,广州,线上,Female,30-34,Weekday,牛仔裤,1,38,1,1,69,38
248,杭州,线下,Female,30-34,Weekday,裙子,1,199,1,1,59,199
336,西安,线下,Female,45-49,Weekend,配件,1,79,1,1,29,79
658,深圳,线下,Unkown,Unkown,Weekday,袜子,1,79,1,1,9,79
336,西安,线下,Female,25-29,Weekday,短裤,1,39,1,1,19,39
146,杭州,线下,Female,20-24,Weekend,袜子,2,58,2,2,9,29
575,杭州,线下,Male,25-29,Weekend,T恤,1,79,1,1,49,79
325,上海,线下,Female,45-49,Weekday,牛仔裤,1,199,1,1,69,199
231,广州,线下,Female,40-44,Weekend,T恤,1,59,1,1,49,59
796,深圳,线下,Female,35-39,Weekend,T恤,1,59,1,1,49,59
229,深圳,线下,Female,20-24,Weekend,T恤,1,95,1,1,49,95
229,深圳,线下,Female,45-49,Weekend,配件,2,138,2,2,29,69
137,西安,线上,Male,35-39,Weekday,T恤,1,79,1,1,49,79
208,重庆,线下,Female,30-34,Weekday,裙子,2,391,2,2,59,196
496,上海,线下,Male,25-29,Weekday,当季新品,1,79,1,1,59,79
256,武汉,线下,Female,30-34,Weekend,配件,1,79,1,1,29,79
738,深圳,线下,Female,>=60,Weekday,T恤,1,79,1,1,49,79
336,西安,线下,Female,20-24,Weekday,袜子,1,27,1,1,9,27
616,成都,线下,Female,35-39,Weekday,牛仔裤,1,59,1,1,69,59
449,武汉,线下,Female,30-34,Weekday,T恤,1,158,1,2,49,79
429,西安,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
255,杭州,线下,Male,25-29,Weekday,当季新品,1,54,1,1,59,54
256,武汉,线下,Female,50-54,Weekday,T恤,1,156,1,2,49,78
519,杭州,线下,Female,45-49,Weekday,短裤,1,37,1,1,19,37
207,上海,线上,Female,35-39,Weekday,牛仔裤,1,39,1,1,69,39
399,广州,线下,Female,40-44,Weekday,T恤,1,249,1,1,49,249
658,深圳,线下,Female,45-49,Weekend,T恤,1,99,1,1,49,99
611,深圳,线下,Female,50-54,Weekday,袜子,1,79,1,1,9,79
255,杭州,线下,Male,25-29,Weekday,短裤,1,33,1,1,19,33
20,深圳,线下,Female,30-34,Weekday,袜子,1,66,1,3,9,22
135,上海,线下,Female,30-34,Weekend,T恤,4,646,4,4,49,162
98,成都,线下,Female,30-34,Weekend,T恤,1,99,1,1,49,99
796,深圳,线下,Female,55-59,Weekday,T恤,1,99,1,1,49,99
148,深圳,线下,Female,<20,Weekday,T恤,1,59,1,1,49,59
146,杭州,线下,Male,25-29,Weekday,袜子,1,26,1,1,9,26
479,深圳,线下,Male,>=60,Weekday,短裤,1,39,1,1,19,39
429,西安,线下,Male,20-24,Weekday,T恤,3,157,3,3,49,52
28,武汉,线上,Male,25-29,Weekday,T恤,2,198,2,2,49,99
658,深圳,线下,Female,30-34,Weekend,袜子,1,18,1,1,9,18
146,杭州,线下,Female,25-29,Weekend,T恤,2,158,2,2,49,79
336,西安,线下,Female,40-44,Weekend,当季新品,1,79,1,1,59,79
399,广州,线下,Male,50-54,Weekday,短裤,1,38,1,1,19,38
335,上海,线下,Male,35-39,Weekend,当季新品,1,73,1,1,59,73
335,上海,线下,Male,>=60,Weekend,T恤,2,217,2,3,49,72
280,深圳,线下,Male,20-24,Weekday,T恤,1,59,1,1,49,59
182,广州,线上,Female,25-29,Weekend,运动,1,149,1,1,49,149
658,深圳,线下,Female,20-24,Weekday,配件,1,298,1,2,29,149
738,深圳,线下,Female,55-59,Weekday,当季新品,1,76,1,1,59,76
21,北京,线下,Female,35-39,Weekday,毛衣,3,447,3,3,99,149
429,西安,线下,Female,30-34,Weekend,运动,1,39,1,1,49,39
148,深圳,线下,Female,<20,Weekend,T恤,1,99,1,1,49,99
32,武汉,线上,Female,25-29,Weekend,T恤,2,198,2,2,49,99
245,杭州,线下,Female,20-24,Weekend,当季新品,1,149,1,1,59,149
70,深圳,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
519,杭州,线下,Female,45-49,Weekday,配件,1,79,1,1,29,79
21,北京,线下,Female,45-49,Weekend,配件,1,149,1,1,29,149
98,成都,线下,Male,45-49,Weekday,袜子,1,39,1,2,9,20
70,深圳,线下,Female,30-34,Weekend,袜子,1,153,1,6,9,26
738,深圳,线下,Male,30-34,Weekday,当季新品,7,1405.55,8,8,59,176
256,武汉,线下,Male,>=60,Weekday,袜子,1,39,1,2,9,20
20,深圳,线下,Male,>=60,Weekday,T恤,3,292.82,3,3,49,98
375,广州,线上,Male,30-34,Weekday,毛衣,3,547,3,3,99,182
437,重庆,线下,Male,45-49,Weekday,配件,1,79,1,1,29,79
20,深圳,线下,Male,25-29,Weekday,牛仔裤,1,39,1,1,69,39
52,武汉,线上,Female,40-44,Weekday,T恤,1,79,1,1,49,79
19,南京,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
480,重庆,线下,Male,25-29,Weekend,袜子,1,53,1,2,9,27
207,上海,线上,Male,30-34,Weekday,T恤,1,99,1,1,49,99
248,杭州,线下,Female,35-39,Weekday,配件,5,395,5,5,29,79
207,上海,线上,Female,50-54,Weekday,配件,1,115.62,1,2,29,58
248,杭州,线下,Male,30-34,Weekday,当季新品,2,136,2,2,59,68
245,杭州,线下,Female,30-34,Weekday,当季新品,1,79,1,1,59,79
135,上海,线下,Female,30-34,Weekday,袜子,2,66,2,3,9,22
738,深圳,线下,Male,30-34,Weekend,T恤,1,79,1,1,49,79
255,杭州,线下,Female,<20,Weekday,短裤,1,33,1,1,19,33
360,成都,线下,Female,30-34,Weekday,裙子,3,447,3,3,59,149
229,深圳,线下,Female,20-24,Weekday,袜子,1,59,1,1,9,59
758,杭州,线下,Female,20-24,Weekday,配件,1,199,1,1,29,199
280,深圳,线下,Female,20-24,Weekend,T恤,2,198,2,2,49,99
208,重庆,线下,Male,20-24,Weekend,T恤,1,99,1,1,49,99
98,成都,线下,Male,25-29,Weekend,T恤,1,99,1,1,49,99
146,杭州,线下,Male,<20,Weekday,裙子,3,447,3,3,59,149
231,广州,线下,Female,35-39,Weekday,T恤,1,79,1,1,49,79
98,成都,线下,Male,30-34,Weekday,T恤,1,198,1,2,49,99
312,杭州,线下,Male,25-29,Weekend,当季新品,1,73,1,1,59,73
480,重庆,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
280,深圳,线下,Female,40-44,Weekend,当季新品,2,150,2,2,59,75
255,杭州,线下,Female,20-24,Weekday,袜子,1,79,1,1,9,79
182,广州,线上,Female,55-59,Weekday,当季新品,1,199,1,1,59,199
98,成都,线下,Female,35-39,Weekday,T恤,2,78,2,2,49,39
336,西安,线下,Female,35-39,Weekday,牛仔裤,1,39,1,1,69,39
369,广州,线下,Female,40-44,Weekend,袜子,1,79,1,1,9,79
229,深圳,线下,Male,35-39,Weekend,T恤,1,79,1,1,49,79
245,杭州,线下,Female,30-34,Weekday,T恤,1,58.27,1,1,49,58
575,杭州,线下,Female,35-39,Weekend,T恤,1,59,1,1,49,59
231,广州,线下,Female,30-34,Weekend,短裤,1,33,1,1,19,33
442,西安,线下,Male,35-39,Weekend,T恤,1,99,1,1,49,99
245,杭州,线下,Female,30-34,Weekday,当季新品,1,79,1,1,59,79
148,深圳,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
91,武汉,线上,Female,35-39,Weekday,T恤,2,198,2,2,49,99
231,广州,线下,Female,40-44,Weekday,袜子,2,138,2,2,9,69
669,重庆,线下,Male,20-24,Weekday,短裤,1,40,1,1,19,40
20,深圳,线下,Male,20-24,Weekday,T恤,1,79,1,1,49,79
375,广州,线上,Female,35-39,Weekend,裙子,1,149,1,1,59,149
575,杭州,线下,Female,35-39,Weekday,T恤,3,215,3,5,49,43
335,上海,线下,Male,30-34,Weekday,T恤,1,198,1,2,49,99
19,南京,线下,Female,30-34,Weekday,T恤,1,96,1,1,49,96
496,上海,线下,Female,25-29,Weekday,当季新品,2,108,2,2,59,54
208,重庆,线下,Female,30-34,Weekday,当季新品,8,1791,8,9,59,199
315,武汉,线下,Female,20-24,Weekend,T恤,2,78,2,2,49,39
480,重庆,线下,Female,40-44,Weekday,T恤,2,78,2,2,49,39
519,杭州,线下,Male,40-44,Weekday,运动,1,39,1,1,49,39
137,西安,线上,Male,>=60,Weekend,短裤,2,139,2,4,19,35
449,武汉,线下,Male,25-29,Weekday,T恤,1,99,1,1,49,99
256,武汉,线下,Male,20-24,Weekday,T恤,1,99,1,1,49,99
360,成都,线下,Female,40-44,Weekday,运动,1,79,1,1,49,79
19,南京,线下,Female,30-34,Weekday,裙子,2,198,2,2,59,99
168,武汉,线下,Male,25-29,Weekday,T恤,1,79,1,1,49,79
430,成都,线下,Female,35-39,Weekday,当季新品,1,46,1,1,59,46
496,上海,线下,Female,25-29,Weekday,袜子,2,85,2,4,9,21
430,成都,线下,Male,>=60,Weekend,运动,1,39,1,1,49,39
796,深圳,线下,Female,30-34,Weekend,T恤,2,158,2,2,49,79
20,深圳,线下,Female,25-29,Weekday,毛衣,2,398,2,2,99,199
759,重庆,线下,Female,25-29,Weekend,当季新品,1,59,1,1,59,59
648,西安,线下,Female,25-29,Weekday,袜子,1,19,1,1,9,19
437,重庆,线下,Male,25-29,Weekday,T恤,1,76,1,1,49,76
168,武汉,线下,Female,40-44,Weekday,袜子,1,26,1,1,9,26
245,杭州,线下,Female,55-59,Weekday,运动,1,33,1,1,49,33
19,南京,线下,Female,40-44,Weekend,T恤,1,198,1,2,49,99
32,武汉,线上,Male,25-29,Weekday,袜子,2,47,2,2,9,24
605,成都,线下,Female,45-49,Weekday,配件,1,79,1,1,29,79
148,深圳,线下,Female,30-34,Weekday,当季新品,2,111,2,2,59,56
737,深圳,线下,Female,40-44,Weekend,短裤,1,79,1,1,19,79
207,上海,线上,Female,20-24,Weekday,T恤,1,79,1,1,49,79
738,深圳,线下,Female,30-34,Weekend,配件,1,79,1,1,29,79
669,重庆,线下,Female,30-34,Weekend,袜子,2,38,2,2,9,19
360,成都,线下,Female,40-44,Weekday,毛衣,1,199,1,1,99,199
182,广州,线上,Female,30-34,Weekday,袜子,1,39,1,1,9,39
70,深圳,线下,Female,35-39,Weekend,运动,1,39,1,1,49,39
135,上海,线下,Male,20-24,Weekday,T恤,1,198,1,2,49,99
437,重庆,线下,Female,25-29,Weekday,牛仔裤,8,1392,8,8,69,174
758,杭州,线下,Female,50-54,Weekend,当季新品,1,199,1,1,59,199
248,杭州,线下,Female,25-29,Weekday,牛仔裤,1,39,1,1,69,39
21,北京,线下,Male,20-24,Weekday,T恤,1,55.33,1,1,49,55
135,上海,线下,Female,25-29,Weekend,T恤,1,59,1,1,49,59
229,深圳,线下,Female,50-54,Weekday,配件,1,149,1,1,29,149
135,上海,线下,Female,25-29,Weekend,T恤,7,628,7,8,49,79
449,武汉,线下,Female,55-59,Weekend,T恤,1,79,1,1,49,79
280,深圳,线下,Female,35-39,Weekday,T恤,2,298,2,2,49,149
182,广州,线上,Female,20-24,Weekend,T恤,1,79,1,1,49,79
245,杭州,线下,Female,20-24,Weekday,T恤,1,158,1,2,49,79
208,重庆,线下,Male,35-39,Weekday,T恤,1,99,1,1,49,99
519,杭州,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
231,广州,线下,Female,25-29,Weekday,裙子,4,257,4,4,59,64
255,杭州,线下,Female,25-29,Weekday,T恤,1,59,1,1,49,59
248,杭州,线下,Female,<20,Weekend,T恤,1,79,1,1,49,79
605,成都,线下,Female,30-34,Weekend,运动,2,99,2,3,49,33
520,杭州,线下,Male,25-29,Weekday,运动,2,66,2,2,49,33
91,武汉,线上,Female,20-24,Weekend,运动,2,98,2,2,49,49
52,武汉,线上,Female,25-29,Weekday,当季新品,6,1552.4,6,9,59,172
255,杭州,线下,Female,20-24,Weekday,裙子,2,338,2,2,59,169
520,杭州,线下,Female,35-39,Weekend,裙子,2,348,2,2,59,174
480,重庆,线下,Female,25-29,Weekend,配件,1,199,1,1,29,199
323,武汉,线下,Male,>=60,Weekend,T恤,1,59,1,1,49,59
280,深圳,线下,Male,35-39,Weekend,运动,1,99,1,1,49,99
207,上海,线上,Female,>=60,Weekday,配件,1,99,1,1,29,99
312,杭州,线下,Male,25-29,Weekday,T恤,1,79,1,1,49,79
20,深圳,线下,Female,30-34,Weekday,T恤,1,79,1,1,49,79
325,上海,线下,Female,>=60,Weekend,运动,1,39,1,1,49,39
21,北京,线下,Female,35-39,Weekend,牛仔裤,1,199,1,1,69,199
360,成都,线下,Female,20-24,Weekend,T恤,1,198,1,2,49,99
142,上海,线下,Female,45-49,Weekend,T恤,3,217,3,3,49,72
148,深圳,线下,Female,30-34,Weekday,当季新品,1,38,1,1,59,38
20,深圳,线下,Female,35-39,Weekday,T恤,1,59,1,1,49,59
21,北京,线下,Female,30-34,Weekday,当季新品,3,123,3,3,59,41
21,北京,线下,Male,35-39,Weekend,运动,1,99,1,3,49,33
429,西安,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
142,上海,线下,Male,35-39,Weekend,T恤,1,59,1,1,49,59
737,深圳,线下,Male,30-34,Weekday,当季新品,1,79,1,1,59,79
430,成都,线下,Female,<20,Weekday,T恤,1,79,1,1,49,79
137,西安,线上,Male,25-29,Weekend,T恤,1,79,1,1,49,79
50,武汉,线上,Female,25-29,Weekend,当季新品,1,56,1,1,59,56
168,武汉,线下,Male,20-24,Weekend,T恤,3,495,4,5,49,99
369,广州,线下,Female,35-39,Weekend,运动,1,39,1,1,49,39
91,武汉,线上,Male,30-34,Weekday,袜子,1,26,1,1,9,26
21,北京,线下,Male,25-29,Weekday,T恤,1,59,1,1,49,59
231,广州,线下,Female,35-39,Weekday,当季新品,5,877,5,5,59,175
146,杭州,线下,Female,45-49,Weekend,当季新品,2,134,2,2,59,67
611,深圳,线下,Male,45-49,Weekday,毛衣,1,149,1,1,99,149
21,北京,线下,Female,30-34,Weekday,当季新品,4,792.4,4,4,59,198
449,武汉,线下,Female,25-29,Weekday,T恤,1,79,1,1,49,79
796,深圳,线下,Female,40-44,Weekday,牛仔裤,1,39,1,1,69,39
70,深圳,线下,Female,25-29,Weekend,裙子,2,398,2,2,59,199
91,武汉,线上,Female,25-29,Weekday,袜子,1,19,1,1,9,19
312,杭州,线下,Female,35-39,Weekday,裙子,1,199,1,1,59,199
207,上海,线上,Female,45-49,Weekday,当季新品,1,19,1,1,59,19
737,深圳,线下,Female,35-39,Weekday,T恤,3,457,3,3,49,152
437,重庆,线下,Female,40-44,Weekend,T恤,1,79,1,1,49,79
135,上海,线下,Female,45-49,Weekend,袜子,1,39,1,1,9,39
208,重庆,线下,Male,35-39,Weekend,T恤,1,59,1,1,49,59
649,杭州,线下,Male,35-39,Weekend,袜子,1,26,1,1,9,26
480,重庆,线下,Female,25-29,Weekend,裙子,1,199,1,1,59,199
315,武汉,线下,Female,30-34,Weekday,T恤,1,79,1,1,49,79
336,西安,线下,Female,50-54,Weekday,T恤,1,79,1,1,49,79
315,武汉,线下,Male,30-34,Weekday,牛仔裤,1,298,1,2,69,149
480,重庆,线下,Female,35-39,Weekday,牛仔裤,1,199,1,1,69,199
429,西安,线下,Female,45-49,Weekday,T恤,1,79,1,1,49,79
312,杭州,线下,Female,30-34,Weekday,运动,1,39,1,1,49,39
369,广州,线下,Female,40-44,Weekday,当季新品,1,143,1,1,59,143
32,武汉,线上,Female,<20,Weekend,裙子,1,199,1,1,59,199
360,成都,线下,Female,30-34,Weekend,短裤,1,39,1,1,19,39
207,上海,线上,Male,35-39,Weekend,T恤,1,149,1,1,49,149
520,杭州,线下,Male,50-54,Weekday,T恤,1,79,1,1,49,79
46,武汉,线下,Male,30-34,Weekday,T恤,1,79,1,1,49,79
479,深圳,线下,Female,>=60,Weekend,裙子,1,99,1,1,59,99
831,杭州,线下,Female,20-24,Weekend,毛衣,1,149,1,1,99,149
429,西安,线下,Male,20-24,Weekend,牛仔裤,1,39,1,1,69,39
20,深圳,线下,Female,30-34,Weekday,牛仔裤,5,785.23,5,5,69,157
796,深圳,线下,Female,55-59,Weekend,运动,1,99,1,1,49,99
207,上海,线上,Female,35-39,Weekend,牛仔裤,2,348,2,2,69,174
142,上海,线下,Female,45-49,Weekday,T恤,1,99,1,1,49,99
70,深圳,线下,Male,>=60,Weekend,配件,3,447,3,3,29,149
430,成都,线下,Female,30-34,Weekend,T恤,1,59,1,1,49,59
325,上海,线下,Female,55-59,Weekend,配件,1,79,1,1,29,79
182,广州,线上,Female,30-34,Weekday,T恤,1,99,1,1,49,99
479,深圳,线下,Female,30-34,Weekend,短裤,1,39,1,1,19,39
207,上海,线上,Male,>=60,Weekend,裙子,2,198,2,2,59,99
420,广州,线上,Female,35-39,Weekday,运动,1,32,1,1,49,32
831,杭州,线下,Male,>=60,Weekday,短裤,1,40,1,1,19,40
520,杭州,线下,Female,40-44,Weekday,T恤,1,99,1,1,49,99
21,北京,线下,Female,25-29,Weekend,T恤,6,613,6,7,49,88
420,广州,线上,Female,40-44,Weekday,T恤,2,158,2,2,49,79
759,重庆,线下,Female,40-44,Weekday,毛衣,2,447,2,3,99,149
98,成都,线下,Male,40-44,Weekday,T恤,1,99,1,1,49,99
21,北京,线下,Female,35-39,Weekend,配件,17,1816,18,24,29,76
168,武汉,线下,Female,35-39,Weekday,T恤,1,39,1,1,49,39
46,武汉,线下,Female,30-34,Weekday,T恤,4,396,4,4,49,99
802,西安,线下,Female,20-24,Weekday,配件,1,99,1,1,29,99
135,上海,线下,Male,40-44,Weekend,T恤,1,79,1,1,49,79
360,成都,线下,Male,25-29,Weekday,袜子,1,26,1,1,9,26
369,广州,线下,Female,35-39,Weekend,短裤,1,33,1,1,19,33
648,西安,线下,Unkown,Unkown,Weekend,T恤,1,79,1,1,49,79
437,重庆,线下,Female,40-44,Weekend,运动,1,39,1,1,49,39
32,武汉,线上,Female,25-29,Weekday,T恤,2,158,2,2,49,79
229,深圳,线下,Male,>=60,Weekday,T恤,1,39,1,1,49,39
479,深圳,线下,Female,30-34,Weekday,T恤,2,138,2,2,49,69
19,南京,线下,Female,55-59,Weekend,袜子,1,79,1,3,9,26
479,深圳,线下,Female,35-39,Weekday,牛仔裤,1,39,1,1,69,39
46,武汉,线下,Female,50-54,Weekday,当季新品,3,196,3,3,59,65
336,西安,线下,Male,20-24,Weekday,袜子,2,99,2,4,9,25
437,重庆,线下,Male,>=60,Weekend,T恤,1,99,1,1,49,99
142,上海,线下,Female,50-54,Weekday,T恤,1,297,3,3,49,99
496,上海,线下,Female,30-34,Weekday,T恤,1,99,1,1,49,99
648,西安,线下,Female,40-44,Weekend,当季新品,1,19,1,1,59,19
480,重庆,线下,Female,30-34,Weekday,毛衣,3,397,3,3,99,132
46,武汉,线下,Female,35-39,Weekday,T恤,2,117,2,2,49,59
